source,task,variables,arm,qubits,longest,residual,p_solve,broken
excess20_pre_p3.log,pegasus3-fill30-a3.0-22,32,minorminer,33,,0.05244352921195484,0.1767578125,
excess20_pre_p3.log,pegasus3-fill30-a3.0-17,34,policy,98,9,0.06827609181568213,0.18408203125,
excess20_pre_p3.log,pegasus3-fill30-a3.0-17,34,pruned,58,4,0.08679719738652121,0.176025390625,
excess20_pre_p3.log,pegasus3-fill30-a3.0-17,34,minorminer,39,,0.031560297025447055,0.304443359375,
excess20_pre_p3.log,pegasus3-fill30-a3.0-19,30,policy,79,9,0.09045930046848435,0.110107421875,
excess20_pre_p3.log,pegasus3-fill30-a3.0-19,30,pruned,50,4,0.095207357325384,0.057373046875,
excess20_pre_p3.log,pegasus3-fill30-a3.0-19,30,minorminer,30,,0.03519617759795635,0.42138671875,
excess20_pre_p3.log,pegasus3-fill30-a3.0-21,26,policy,74,7,0.13667782738095366,0.121337890625,
excess20_pre_p3.log,pegasus3-fill30-a3.0-21,26,pruned,45,4,0.18867373511905075,0.045166015625,
excess20_pre_p3.log,pegasus3-fill30-a3.0-21,26,minorminer,28,,0.12864769345237986,0.371337890625,
excess20_pre_p3.log,pegasus3-fill30-a3.0-25,32,policy,87,9,0.10027821858723951,0.092529296875,
excess20_pre_p3.log,pegasus3-fill30-a3.0-25,32,pruned,47,7,0.1242065429687503,0.119140625,
excess20_pre_p3.log,pegasus3-fill30-a3.0-25,32,minorminer,33,,0.07026926676432278,0.2197265625,
excess20_pre_p3.log,pegasus3-fill30-a3.0-7,31,policy,92,8,0.05480367100371846,0.43505859375,
excess20_pre_p3.log,pegasus3-fill30-a3.0-7,31,pruned,47,5,0.06458200220725052,0.249755859375,
excess20_pre_p3.log,pegasus3-fill30-a3.0-7,31,minorminer,35,,0.02587346073420041,0.476806640625,
excess20_pre_p3.log,pegasus3-fill30-a3.0-10,29,policy,71,5,0.09728845373376327,0.14501953125,
excess20_pre_p3.log,pegasus3-fill30-a3.0-10,29,pruned,46,3,0.12428433731446789,0.129638671875,
excess20_pre_p3.log,pegasus3-fill30-a3.0-10,29,minorminer,30,,0.10573327342300086,0.321533203125,
excess20_pre_p3.log,pegasus3-fill30-a3.0-5,34,policy,82,7,0.11295761078997939,0.1015625,
excess20_pre_p3.log,pegasus3-fill30-a3.0-5,34,pruned,47,3,0.12016987295279287,0.093017578125,
excess20_pre_p3.log,pegasus3-fill30-a3.0-5,34,minorminer,35,,0.05976035645472258,0.190185546875,
excess20_pre_p3.log,pegasus3-fill30-a3.0-26,33,policy,105,8,0.16596105792389093,0.06640625,
excess20_pre_p3.log,pegasus3-fill30-a3.0-26,33,pruned,71,6,0.19091702793834234,0.048828125,
excess20_pre_p3.log,pegasus3-fill30-a3.0-26,33,minorminer,41,,0.06194680274566626,0.23193359375,
excess20_pre_p3.log,pegasus3-fill30-a3.0-15,27,policy,67,6,0.08162122601580064,0.213623046875,
excess20_pre_p3.log,pegasus3-fill30-a3.0-15,27,pruned,38,4,0.08662307773701906,0.2587890625,
excess20_pre_p3.log,pegasus3-fill30-a3.0-15,27,minorminer,29,,0.0288339446952606,0.461669921875,
excess20_pre_p3.log,pegasus3-fill30-a3.0-24,30,policy,95,12,0.20306745558925993,0.0849609375,
excess20_pre_p3.log,pegasus3-fill30-a3.0-24,30,pruned,61,6,0.22676729040295202,0.079345703125,
excess20_pre_p3.log,pegasus3-fill30-a3.0-24,30,minorminer,33,,0.11049542352686305,0.212646484375,
excess20_pre_p3.log,pegasus3-fill30-a3.0-3,26,policy,66,7,0.10387296365914778,0.420166015625,
excess20_pre_p3.log,pegasus3-fill30-a3.0-3,26,pruned,43,6,0.08904585682957407,0.509521484375,
excess20_pre_p3.log,pegasus3-fill30-a3.0-3,26,minorminer,31,,0.06847685620300764,0.64892578125,
excess20_pre_p3.log,pegasus3-fill30-a3.0-8,33,policy,79,8,0.11654273343373471,0.136474609375,
excess20_pre_p3.log,pegasus3-fill30-a3.0-8,33,pruned,51,3,0.10876317771084296,0.144287109375,
excess20_pre_p3.log,pegasus3-fill30-a3.0-8,33,minorminer,34,,0.0887165850903616,0.32666015625,
excess20_pre_p3.log,pegasus3-fill30-a3.0-9,32,policy,73,5,0.08717516447368394,0.283447265625,
excess20_pre_p3.log,pegasus3-fill30-a3.0-9,32,pruned,46,3,0.17016858552631575,0.060791015625,
excess20_pre_p3.log,pegasus3-fill30-a3.0-9,32,minorminer,34,,0.03938939144736827,0.49267578125,
excess20_pre_p3.log,pegasus3-fill30-a3.0-23,28,policy,97,8,0.14527196344339569,0.103515625,
excess20_pre_p3.log,pegasus3-fill30-a3.0-23,28,pruned,57,6,0.125068175117924,0.022216796875,
excess20_pre_p3.log,pegasus3-fill30-a3.0-23,28,minorminer,35,,0.251580925707545,0.054931640625,
excess20_pre_p3.log,pegasus3-fill30-a3.0-27,24,policy,59,5,0.143037288560778,0.128662109375,
excess20_pre_p3.log,pegasus3-fill30-a3.0-27,24,pruned,42,4,0.14719887829701578,0.134765625,
excess20_pre_p3.log,pegasus3-fill30-a3.0-27,24,minorminer,30,,0.10005061998279667,0.193603515625,
excess20_pre_p3.log,pegasus3-fill30-a3.0-11,25,policy,60,6,0.039243693524096526,0.49853515625,
excess20_pre_p3.log,pegasus3-fill30-a3.0-11,25,pruned,28,2,0.011292827560240897,0.762939453125,
excess20_pre_p3.log,pegasus3-fill30-a3.0-11,25,minorminer,26,,0.014733151355421508,0.68603515625,
excess20_pre_p3.log,pegasus3-fill30-a3.0-0,17,policy,42,5,0.042616962355907964,0.7421875,
excess20_pre_p3.log,pegasus3-fill30-a3.0-0,17,pruned,26,4,0.01815787103746382,0.825439453125,
excess20_pre_p3.log,pegasus3-fill30-a3.0-0,17,minorminer,18,,0.007896929034582192,0.88232421875,
excess20_pre_p3.log,pegasus3-fill30-a3.0-1,28,policy,55,5,0.11505007276348232,0.311279296875,
excess20_pre_p3.log,pegasus3-fill30-a3.0-1,28,pruned,36,3,0.04074276194852992,0.553955078125,
excess20_pre_p3.log,pegasus3-fill30-a3.0-1,28,minorminer,29,,0.05228439031862805,0.536376953125,
excess20_pre_p3.log,pegasus3-fill30-a3.0-2,29,policy,67,6,0.03388794163685178,0.567626953125,
excess20_pre_p3.log,pegasus3-fill30-a3.0-2,29,pruned,38,3,0.020009922853309527,0.552001953125,
excess20_pre_p3.log,pegasus3-fill30-a3.0-2,29,minorminer,30,,0.009003941189624167,0.736572265625,
excess20_clone_p3.log,pegasus3-fill30-a3.0-22,32,policy,60,5,0.057551375679346144,0.26220703125,
excess20_clone_p3.log,pegasus3-fill30-a3.0-22,32,pruned,48,4,0.06574176290760686,0.243408203125,
excess20_clone_p3.log,pegasus3-fill30-a3.0-22,32,minorminer,33,,0.05244352921195484,0.1767578125,
excess20_clone_p3.log,pegasus3-fill30-a3.0-17,34,policy,90,9,0.09112792297111541,0.2216796875,
excess20_clone_p3.log,pegasus3-fill30-a3.0-17,34,pruned,61,5,0.10995663901306832,0.139892578125,
excess20_clone_p3.log,pegasus3-fill30-a3.0-17,34,minorminer,39,,0.031560297025447055,0.304443359375,
excess20_clone_p3.log,pegasus3-fill30-a3.0-19,30,policy,76,12,0.18469342259369875,0.010009765625,
excess20_clone_p3.log,pegasus3-fill30-a3.0-19,30,pruned,54,7,0.1316313085604789,0.06640625,
excess20_clone_p3.log,pegasus3-fill30-a3.0-19,30,minorminer,30,,0.03519617759795635,0.42138671875,
excess20_clone_p3.log,pegasus3-fill30-a3.0-21,26,policy,49,5,0.09791852678571406,0.160888671875,
excess20_clone_p3.log,pegasus3-fill30-a3.0-21,26,pruned,40,4,0.14548921130952064,0.02783203125,
excess20_clone_p3.log,pegasus3-fill30-a3.0-21,26,minorminer,28,,0.12864769345237986,0.371337890625,
excess20_clone_p3.log,pegasus3-fill30-a3.0-25,32,policy,61,7,0.15634663899739593,0.081787109375,
excess20_clone_p3.log,pegasus3-fill30-a3.0-25,32,pruned,55,6,0.13522084554036456,0.099609375,
excess20_clone_p3.log,pegasus3-fill30-a3.0-25,32,minorminer,33,,0.07026926676432278,0.2197265625,
excess20_clone_p3.log,pegasus3-fill30-a3.0-7,31,policy,77,8,0.044914614312268314,0.4921875,
excess20_clone_p3.log,pegasus3-fill30-a3.0-7,31,pruned,50,4,0.07677088173791903,0.466064453125,
excess20_clone_p3.log,pegasus3-fill30-a3.0-7,31,minorminer,35,,0.02587346073420041,0.476806640625,
excess20_clone_p3.log,pegasus3-fill30-a3.0-10,29,policy,82,10,0.1849399205705025,0.031494140625,
excess20_clone_p3.log,pegasus3-fill30-a3.0-10,29,pruned,51,5,0.18294512407235683,0.09521484375,
excess20_clone_p3.log,pegasus3-fill30-a3.0-10,29,minorminer,30,,0.10573327342300086,0.321533203125,
excess20_clone_p3.log,pegasus3-fill30-a3.0-5,34,policy,58,6,0.0909012223025067,0.05517578125,
excess20_clone_p3.log,pegasus3-fill30-a3.0-5,34,pruned,50,4,0.10296619099229459,0.048583984375,
excess20_clone_p3.log,pegasus3-fill30-a3.0-5,34,minorminer,35,,0.05976035645472258,0.190185546875,
excess20_clone_p3.log,pegasus3-fill30-a3.0-26,33,policy,109,12,0.21209846158477727,0.010986328125,
excess20_clone_p3.log,pegasus3-fill30-a3.0-26,33,pruned,78,8,0.20010875782755247,0.03564453125,
excess20_clone_p3.log,pegasus3-fill30-a3.0-26,33,minorminer,41,,0.06194680274566626,0.23193359375,
excess20_clone_p3.log,pegasus3-fill30-a3.0-15,27,policy,53,9,0.13590531532166772,0.036376953125,
excess20_clone_p3.log,pegasus3-fill30-a3.0-15,27,pruned,41,4,0.15296760369638687,0.02392578125,
excess20_clone_p3.log,pegasus3-fill30-a3.0-15,27,minorminer,29,,0.0288339446952606,0.461669921875,
excess20_clone_p3.log,pegasus3-fill30-a3.0-24,30,policy,97,18,0.15656141681109348,0.095703125,
excess20_clone_p3.log,pegasus3-fill30-a3.0-24,30,pruned,63,7,0.18382562012565354,0.060546875,
excess20_clone_p3.log,pegasus3-fill30-a3.0-24,30,minorminer,33,,0.11049542352686305,0.212646484375,
excess20_clone_p3.log,pegasus3-fill30-a3.0-3,26,policy,61,7,0.15057663690476103,0.44970703125,
excess20_clone_p3.log,pegasus3-fill30-a3.0-3,26,pruned,37,4,0.15051789630325665,0.439208984375,
excess20_clone_p3.log,pegasus3-fill30-a3.0-3,26,minorminer,31,,0.06847685620300764,0.64892578125,
excess20_clone_p3.log,pegasus3-fill30-a3.0-8,33,policy,62,6,0.11213996611445841,0.037841796875,
excess20_clone_p3.log,pegasus3-fill30-a3.0-8,33,pruned,48,4,0.10900084713855447,0.045654296875,
excess20_clone_p3.log,pegasus3-fill30-a3.0-8,33,minorminer,34,,0.0887165850903616,0.32666015625,
excess20_clone_p3.log,pegasus3-fill30-a3.0-9,32,policy,70,9,0.1922368421052584,0.08154296875,
excess20_clone_p3.log,pegasus3-fill30-a3.0-9,32,pruned,47,3,0.184037828947368,0.107421875,
excess20_clone_p3.log,pegasus3-fill30-a3.0-9,32,minorminer,34,,0.03938939144736827,0.49267578125,
excess20_clone_p3.log,pegasus3-fill30-a3.0-23,28,policy,74,8,0.17845482016509295,0.0908203125,
excess20_clone_p3.log,pegasus3-fill30-a3.0-23,28,pruned,60,6,0.12464806898584954,0.08447265625,
excess20_clone_p3.log,pegasus3-fill30-a3.0-23,28,minorminer,35,,0.251580925707545,0.054931640625,
excess20_clone_p3.log,pegasus3-fill30-a3.0-27,24,policy,68,9,0.1353681371846294,0.062255859375,
excess20_clone_p3.log,pegasus3-fill30-a3.0-27,24,pruned,48,9,0.1389451333142165,0.031494140625,
excess20_clone_p3.log,pegasus3-fill30-a3.0-27,24,minorminer,30,,0.10005061998279667,0.193603515625,
excess20_clone_p3.log,pegasus3-fill30-a3.0-11,25,policy,37,3,0.12097373870482064,0.236083984375,
excess20_clone_p3.log,pegasus3-fill30-a3.0-11,25,pruned,31,2,0.11803463855421814,0.2314453125,
excess20_clone_p3.log,pegasus3-fill30-a3.0-11,25,minorminer,26,,0.014733151355421508,0.68603515625,
excess20_clone_p3.log,pegasus3-fill30-a3.0-0,17,policy,35,6,0.019021861491354312,0.798095703125,
excess20_clone_p3.log,pegasus3-fill30-a3.0-0,17,pruned,29,5,0.019905552053313902,0.78125,
excess20_clone_p3.log,pegasus3-fill30-a3.0-0,17,minorminer,18,,0.007896929034582192,0.88232421875,
excess20_clone_p3.log,pegasus3-fill30-a3.0-1,28,policy,48,3,0.03895718443627507,0.55810546875,
excess20_clone_p3.log,pegasus3-fill30-a3.0-1,28,pruned,39,3,0.09159581801470676,0.319091796875,
excess20_clone_p3.log,pegasus3-fill30-a3.0-1,28,minorminer,29,,0.05228439031862805,0.536376953125,
excess20_clone_p3.log,pegasus3-fill30-a3.0-2,29,policy,74,15,0.06819690574686933,0.375732421875,
excess20_clone_p3.log,pegasus3-fill30-a3.0-2,29,pruned,40,5,0.0922126565295188,0.34619140625,
excess20_clone_p3.log,pegasus3-fill30-a3.0-2,29,minorminer,30,,0.009003941189624167,0.736572265625,
