source,task,depth,action,residual,is_policy_pick,is_measured_best,spread
branch_shard0.jsonl,pegasus3-fill30-a3.0-182,13,250,0.11881814641744573,1,0,0.03022780373831778
branch_shard0.jsonl,pegasus3-fill30-a3.0-182,13,377,0.11037285825545193,0,0,0.03022780373831778
branch_shard0.jsonl,pegasus3-fill30-a3.0-182,22,19,0.15520346573208738,0,0,0.06176985981308414
branch_shard0.jsonl,pegasus3-fill30-a3.0-182,22,73,0.11441296728971959,0,0,0.06176985981308414
branch_shard0.jsonl,pegasus3-fill30-a3.0-182,22,82,0.09343360591900324,1,1,0.06176985981308414
branch_shard0.jsonl,pegasus3-fill30-a3.0-182,22,88,0.15388921339563894,0,0,0.06176985981308414
branch_shard0.jsonl,pegasus3-fill30-a3.0-182,26,3,0.13191199376947055,0,0,0.0340245327102803
branch_shard0.jsonl,pegasus3-fill30-a3.0-182,26,25,0.09788746105919024,0,1,0.0340245327102803
branch_shard0.jsonl,pegasus3-fill30-a3.0-182,26,44,0.10095404984423687,1,0,0.0340245327102803
branch_shard0.jsonl,pegasus3-fill30-a3.0-182,26,45,0.11360981308411222,0,0,0.0340245327102803
branch_shard0.jsonl,pegasus3-fill30-a3.0-167,16,38,0.1332812499999998,0,0,0.04630859374999985
branch_shard0.jsonl,pegasus3-fill30-a3.0-167,16,45,0.1022265625,1,0,0.04630859374999985
branch_shard0.jsonl,pegasus3-fill30-a3.0-167,16,138,0.08697265624999995,0,1,0.04630859374999985
branch_shard0.jsonl,pegasus3-fill30-a3.0-167,16,147,0.09455078124999997,0,0,0.04630859374999985
branch_shard0.jsonl,pegasus3-fill30-a3.0-167,20,13,0.11968749999999986,1,0,0.06365234374999969
branch_shard0.jsonl,pegasus3-fill30-a3.0-167,20,40,0.12777343749999978,0,0,0.06365234374999969
branch_shard0.jsonl,pegasus3-fill30-a3.0-167,20,52,0.09736328124999998,0,1,0.06365234374999969
branch_shard0.jsonl,pegasus3-fill30-a3.0-167,20,126,0.16101562499999966,0,0,0.06365234374999969
branch_shard0.jsonl,pegasus3-fill30-a3.0-167,37,3,0.11908203124999986,0,0,0.027226562499999857
branch_shard0.jsonl,pegasus3-fill30-a3.0-167,37,60,0.09593749999999995,0,0,0.027226562499999857
branch_shard0.jsonl,pegasus3-fill30-a3.0-167,37,83,0.11183593749999995,0,0,0.027226562499999857
branch_shard0.jsonl,pegasus3-fill30-a3.0-167,37,163,0.09185546875,1,1,0.027226562499999857
branch_shard0.jsonl,pegasus3-fill30-a3.0-167,43,47,0.1537890624999999,0,0,0.047910156249999974
branch_shard0.jsonl,pegasus3-fill30-a3.0-167,43,66,0.11470703124999981,1,0,0.047910156249999974
branch_shard0.jsonl,pegasus3-fill30-a3.0-167,43,69,0.1299999999999999,0,0,0.047910156249999974
branch_shard0.jsonl,pegasus3-fill30-a3.0-167,43,79,0.10587890624999993,0,1,0.047910156249999974
branch_shard0.jsonl,pegasus3-fill30-a3.0-79,7,0,0.13179976851851874,1,0,0.0640190972222223
branch_shard0.jsonl,pegasus3-fill30-a3.0-79,7,3,0.16279658564814847,0,0,0.0640190972222223
branch_shard0.jsonl,pegasus3-fill30-a3.0-79,7,9,0.11017071759259287,0,0,0.0640190972222223
branch_shard0.jsonl,pegasus3-fill30-a3.0-79,7,147,0.09877748842592618,0,1,0.0640190972222223
branch_shard0.jsonl,pegasus3-fill30-a3.0-79,8,0,0.1036241319444447,1,1,0.01517288773148158
branch_shard0.jsonl,pegasus3-fill30-a3.0-79,8,19,0.11879701967592628,0,0,0.01517288773148158
branch_shard0.jsonl,pegasus3-fill30-a3.0-79,8,57,0.11604817708333365,0,0,0.01517288773148158
branch_shard0.jsonl,pegasus3-fill30-a3.0-79,8,161,0.10429325810185222,0,0,0.01517288773148158
branch_shard0.jsonl,pegasus3-fill30-a3.0-79,29,85,0.14181857638888912,0,0,0.06246383101851828
branch_shard0.jsonl,pegasus3-fill30-a3.0-79,29,144,0.1704644097222222,0,0,0.06246383101851828
branch_shard0.jsonl,pegasus3-fill30-a3.0-79,29,145,0.14648437500000014,1,0,0.06246383101851828
branch_shard0.jsonl,pegasus3-fill30-a3.0-79,29,283,0.10800057870370393,0,1,0.06246383101851828
branch_shard0.jsonl,pegasus3-fill30-a3.0-79,44,0,0.1035698784722224,1,1,0.023365162037037063
branch_shard0.jsonl,pegasus3-fill30-a3.0-79,44,38,0.12398726851851877,0,0,0.023365162037037063
branch_shard0.jsonl,pegasus3-fill30-a3.0-79,44,47,0.12693504050925947,0,0,0.023365162037037063
branch_shard0.jsonl,pegasus3-fill30-a3.0-79,44,93,0.11134620949074081,0,0,0.023365162037037063
branch_shard0.jsonl,pegasus3-fill30-a3.0-191,14,25,0.07823893229166679,1,0,0.06616210937500004
branch_shard0.jsonl,pegasus3-fill30-a3.0-191,14,30,0.03315429687500003,0,1,0.06616210937500004
branch_shard0.jsonl,pegasus3-fill30-a3.0-191,14,75,0.09331054687500012,0,0,0.06616210937500004
branch_shard0.jsonl,pegasus3-fill30-a3.0-191,14,133,0.09931640625000007,0,0,0.06616210937500004
branch_shard0.jsonl,pegasus3-fill30-a3.0-191,19,6,0.05411783854166671,0,0,0.06461588541666666
branch_shard0.jsonl,pegasus3-fill30-a3.0-191,19,8,0.03872070312500006,1,1,0.06461588541666666
branch_shard0.jsonl,pegasus3-fill30-a3.0-191,19,88,0.10333658854166672,0,0,0.06461588541666666
branch_shard0.jsonl,pegasus3-fill30-a3.0-191,19,98,0.06126302083333342,0,0,0.06461588541666666
branch_shard0.jsonl,pegasus3-fill30-a3.0-191,22,21,0.05013020833333341,1,0,0.023404947916666752
branch_shard0.jsonl,pegasus3-fill30-a3.0-191,22,22,0.033056640625000036,0,1,0.023404947916666752
branch_shard0.jsonl,pegasus3-fill30-a3.0-191,22,29,0.05646158854166679,0,0,0.023404947916666752
branch_shard0.jsonl,pegasus3-fill30-a3.0-191,22,383,0.03408203125000004,0,0,0.023404947916666752
branch_shard0.jsonl,pegasus3-fill30-a3.0-191,35,8,0.047786458333333406,1,0,0.04549153645833326
branch_shard0.jsonl,pegasus3-fill30-a3.0-191,35,65,0.06344401041666674,0,0,0.04549153645833326
branch_shard0.jsonl,pegasus3-fill30-a3.0-191,35,85,0.03442382812500003,0,1,0.04549153645833326
branch_shard0.jsonl,pegasus3-fill30-a3.0-191,35,114,0.07991536458333329,0,0,0.04549153645833326
branch_shard0.jsonl,pegasus3-fill30-a3.0-165,7,21,0.08041958041958061,0,1,0.11101398601398599
branch_shard0.jsonl,pegasus3-fill30-a3.0-165,7,30,0.10347465034965053,1,0,0.11101398601398599
branch_shard0.jsonl,pegasus3-fill30-a3.0-165,7,92,0.1914335664335666,0,0,0.11101398601398599
branch_shard0.jsonl,pegasus3-fill30-a3.0-165,7,164,0.1389040646853149,0,0,0.11101398601398599
branch_shard0.jsonl,pegasus3-fill30-a3.0-165,17,0,0.20785074300699333,0,0,0.08096590909090931
branch_shard0.jsonl,pegasus3-fill30-a3.0-165,17,1,0.17086429195804226,1,0,0.08096590909090931
branch_shard0.jsonl,pegasus3-fill30-a3.0-165,17,104,0.15054086538461553,0,0,0.08096590909090931
branch_shard0.jsonl,pegasus3-fill30-a3.0-165,17,166,0.12688483391608402,0,1,0.08096590909090931
branch_shard0.jsonl,pegasus3-fill30-a3.0-165,34,59,0.1339871066433569,0,1,0.05698208041958033
branch_shard0.jsonl,pegasus3-fill30-a3.0-165,34,69,0.19096918706293722,1,0,0.05698208041958033
branch_shard0.jsonl,pegasus3-fill30-a3.0-165,34,72,0.17020869755244789,0,0,0.05698208041958033
branch_shard0.jsonl,pegasus3-fill30-a3.0-165,34,132,0.15477491258741272,0,0,0.05698208041958033
branch_shard0.jsonl,pegasus3-fill30-a3.0-165,40,1,0.07402753496503518,1,0,0.12538243006993013
branch_shard0.jsonl,pegasus3-fill30-a3.0-165,40,3,0.06758085664335686,0,1,0.12538243006993013
branch_shard0.jsonl,pegasus3-fill30-a3.0-165,40,51,0.192963286713287,0,0,0.12538243006993013
branch_shard0.jsonl,pegasus3-fill30-a3.0-165,40,102,0.1258741258741261,0,0,0.12538243006993013
branch_shard0.jsonl,pegasus3-fill30-a3.0-186,2,46,0.07590680803571426,0,1,0.022712053571428553
branch_shard0.jsonl,pegasus3-fill30-a3.0-186,2,60,0.09690290178571434,1,0,0.022712053571428553
branch_shard0.jsonl,pegasus3-fill30-a3.0-186,2,61,0.09319196428571434,0,0,0.022712053571428553
branch_shard0.jsonl,pegasus3-fill30-a3.0-186,2,85,0.09861886160714281,0,0,0.022712053571428553
branch_shard0.jsonl,pegasus3-fill30-a3.0-186,15,1,0.0697963169642857,1,1,0.04368024553571438
branch_shard0.jsonl,pegasus3-fill30-a3.0-186,15,16,0.1092215401785715,0,0,0.04368024553571438
branch_shard0.jsonl,pegasus3-fill30-a3.0-186,15,28,0.1015904017857143,0,0,0.04368024553571438
branch_shard0.jsonl,pegasus3-fill30-a3.0-186,15,109,0.11347656250000009,0,0,0.04368024553571438
branch_shard0.jsonl,pegasus3-fill30-a3.0-186,47,6,0.05789620535714286,1,0,0.05518973214285717
branch_shard0.jsonl,pegasus3-fill30-a3.0-186,47,66,0.05704520089285713,0,1,0.05518973214285717
branch_shard0.jsonl,pegasus3-fill30-a3.0-186,47,67,0.1122349330357143,0,0,0.05518973214285717
branch_shard0.jsonl,pegasus3-fill30-a3.0-186,47,83,0.060700334821428524,0,0,0.05518973214285717
branch_shard0.jsonl,pegasus3-fill30-a3.0-186,52,0,0.07080078124999999,1,0,0.049107142857142946
branch_shard0.jsonl,pegasus3-fill30-a3.0-186,52,10,0.0680524553571428,0,1,0.049107142857142946
branch_shard0.jsonl,pegasus3-fill30-a3.0-186,52,60,0.11715959821428575,0,0,0.049107142857142946
branch_shard0.jsonl,pegasus3-fill30-a3.0-186,52,87,0.07783203125,0,0,0.049107142857142946
branch_shard0.jsonl,pegasus3-fill30-a3.0-88,12,32,0.1821774488304096,0,0,0.04002192982456132
branch_shard0.jsonl,pegasus3-fill30-a3.0-88,12,39,0.14215551900584827,1,1,0.04002192982456132
branch_shard0.jsonl,pegasus3-fill30-a3.0-88,12,90,0.16518183479532178,0,0,0.04002192982456132
branch_shard0.jsonl,pegasus3-fill30-a3.0-88,12,156,0.16422240497076046,0,0,0.04002192982456132
branch_shard0.jsonl,pegasus3-fill30-a3.0-88,19,2,0.20643731725146214,1,0,0.04340277777777768
branch_shard0.jsonl,pegasus3-fill30-a3.0-88,19,48,0.18530701754385986,0,0,0.04340277777777768
branch_shard0.jsonl,pegasus3-fill30-a3.0-88,19,59,0.18306834795321647,0,0,0.04340277777777768
branch_shard0.jsonl,pegasus3-fill30-a3.0-88,19,138,0.16303453947368446,0,1,0.04340277777777768
branch_shard0.jsonl,pegasus3-fill30-a3.0-88,20,1,0.14003106725146236,1,0,0.08867872807017545
branch_shard0.jsonl,pegasus3-fill30-a3.0-88,20,22,0.1973684210526318,0,0,0.08867872807017545
branch_shard0.jsonl,pegasus3-fill30-a3.0-88,20,130,0.10868969298245636,0,1,0.08867872807017545
branch_shard0.jsonl,pegasus3-fill30-a3.0-88,20,131,0.1496938961988306,0,0,0.08867872807017545
branch_shard0.jsonl,pegasus3-fill30-a3.0-88,50,1,0.19314236111111138,1,0,0.042534722222222515
branch_shard0.jsonl,pegasus3-fill30-a3.0-88,50,4,0.19899031432748573,0,0,0.042534722222222515
branch_shard0.jsonl,pegasus3-fill30-a3.0-88,50,43,0.18537554824561403,0,1,0.042534722222222515
branch_shard0.jsonl,pegasus3-fill30-a3.0-88,50,57,0.22791027046783655,0,0,0.042534722222222515
branch_shard0.jsonl,pegasus3-fill30-a3.0-189,3,0,0.03595566860465112,1,0,0.012899709302325542
branch_shard0.jsonl,pegasus3-fill30-a3.0-189,3,9,0.02385537790697672,0,0,0.012899709302325542
branch_shard0.jsonl,pegasus3-fill30-a3.0-189,3,67,0.023055959302325575,0,1,0.012899709302325542
branch_shard0.jsonl,pegasus3-fill30-a3.0-189,3,99,0.02747093023255813,0,0,0.012899709302325542
branch_shard0.jsonl,pegasus3-fill30-a3.0-189,5,33,0.05376090116279073,0,0,0.0242369186046512
branch_shard0.jsonl,pegasus3-fill30-a3.0-189,5,38,0.029523982558139532,0,1,0.0242369186046512
branch_shard0.jsonl,pegasus3-fill30-a3.0-189,5,41,0.04356831395348835,1,0,0.0242369186046512
branch_shard0.jsonl,pegasus3-fill30-a3.0-189,5,87,0.029614825581395346,0,0,0.0242369186046512
branch_shard0.jsonl,pegasus3-fill30-a3.0-189,13,3,0.09073401162790702,0,0,0.068968023255814
branch_shard0.jsonl,pegasus3-fill30-a3.0-189,13,5,0.06380813953488373,1,0,0.068968023255814
branch_shard0.jsonl,pegasus3-fill30-a3.0-189,13,57,0.05174418604651157,0,0,0.068968023255814
branch_shard0.jsonl,pegasus3-fill30-a3.0-189,13,83,0.021765988372093023,0,1,0.068968023255814
branch_shard0.jsonl,pegasus3-fill30-a3.0-189,18,269,0.022002180232558146,0,1,0.03862645348837203
branch_shard0.jsonl,pegasus3-fill30-a3.0-189,18,355,0.06062863372093018,0,0,0.03862645348837203
branch_shard0.jsonl,pegasus3-fill30-a3.0-189,18,364,0.029505813953488343,1,0,0.03862645348837203
branch_shard0.jsonl,pegasus3-fill30-a3.0-189,18,366,0.02721656976744185,0,0,0.03862645348837203
branch_shard0.jsonl,pegasus3-fill30-a3.0-53,13,0,0.1448304157549233,0,0,0.1275471827133478
branch_shard0.jsonl,pegasus3-fill30-a3.0-53,13,20,0.12007658643326055,1,0,0.1275471827133478
branch_shard0.jsonl,pegasus3-fill30-a3.0-53,13,108,0.11782002188183818,0,1,0.1275471827133478
branch_shard0.jsonl,pegasus3-fill30-a3.0-53,13,165,0.245367204595186,0,0,0.1275471827133478
branch_shard0.jsonl,pegasus3-fill30-a3.0-53,19,6,0.13486392231947508,0,0,0.08063799234135652
branch_shard0.jsonl,pegasus3-fill30-a3.0-53,19,41,0.13006017505470463,1,1,0.08063799234135652
branch_shard0.jsonl,pegasus3-fill30-a3.0-53,19,139,0.14652283916849013,0,0,0.08063799234135652
branch_shard0.jsonl,pegasus3-fill30-a3.0-53,19,220,0.21069816739606115,0,0,0.08063799234135652
branch_shard0.jsonl,pegasus3-fill30-a3.0-53,38,1,0.17529403719912456,1,0,0.03384846827133445
branch_shard0.jsonl,pegasus3-fill30-a3.0-53,38,17,0.1747640864332604,0,0,0.03384846827133445
branch_shard0.jsonl,pegasus3-fill30-a3.0-53,38,82,0.1622846006564551,0,0,0.03384846827133445
branch_shard0.jsonl,pegasus3-fill30-a3.0-53,38,143,0.14144556892779012,0,1,0.03384846827133445
branch_shard0.jsonl,pegasus3-fill30-a3.0-53,41,2,0.1526087253829322,0,0,0.04872128008752699
branch_shard0.jsonl,pegasus3-fill30-a3.0-53,41,5,0.1544037199124727,1,0,0.04872128008752699
branch_shard0.jsonl,pegasus3-fill30-a3.0-53,41,29,0.14799302516411386,0,1,0.04872128008752699
branch_shard0.jsonl,pegasus3-fill30-a3.0-53,41,72,0.19671430525164085,0,0,0.04872128008752699
branch_shard0.jsonl,pegasus3-fill30-a3.0-12,2,0,0.07943517080745355,1,0,0.04318711180124238
branch_shard0.jsonl,pegasus3-fill30-a3.0-12,2,9,0.10136840062111818,0,0,0.04318711180124238
branch_shard0.jsonl,pegasus3-fill30-a3.0-12,2,20,0.06596143892339555,0,1,0.04318711180124238
branch_shard0.jsonl,pegasus3-fill30-a3.0-12,2,73,0.10914855072463793,0,0,0.04318711180124238
branch_shard0.jsonl,pegasus3-fill30-a3.0-12,4,19,0.09569099378882003,0,0,0.077332427536232
branch_shard0.jsonl,pegasus3-fill30-a3.0-12,4,23,0.1348343685300209,1,0,0.077332427536232
branch_shard0.jsonl,pegasus3-fill30-a3.0-12,4,48,0.11932259316770198,0,0,0.077332427536232
branch_shard0.jsonl,pegasus3-fill30-a3.0-12,4,92,0.0575019409937889,0,1,0.077332427536232
branch_shard0.jsonl,pegasus3-fill30-a3.0-12,15,2,0.14078674948240183,0,0,0.06531444099378897
branch_shard0.jsonl,pegasus3-fill30-a3.0-12,15,5,0.15628234989648065,1,0,0.06531444099378897
branch_shard0.jsonl,pegasus3-fill30-a3.0-12,15,106,0.11586115424430657,0,0,0.06531444099378897
branch_shard0.jsonl,pegasus3-fill30-a3.0-12,15,140,0.09096790890269169,0,1,0.06531444099378897
branch_shard0.jsonl,pegasus3-fill30-a3.0-12,36,5,0.08703739648033139,0,0,0.0866168478260871
branch_shard0.jsonl,pegasus3-fill30-a3.0-12,36,80,0.11057194616977253,1,0,0.0866168478260871
branch_shard0.jsonl,pegasus3-fill30-a3.0-12,36,85,0.06811270703933757,0,1,0.0866168478260871
branch_shard0.jsonl,pegasus3-fill30-a3.0-12,36,106,0.15472955486542467,0,0,0.0866168478260871
branch_shard1.jsonl,pegasus3-fill30-a3.0-92,10,43,0.09849917763157884,0,0,0.0394531250000001
branch_shard1.jsonl,pegasus3-fill30-a3.0-92,10,51,0.13342927631578946,1,0,0.0394531250000001
branch_shard1.jsonl,pegasus3-fill30-a3.0-92,10,83,0.09397615131578936,0,1,0.0394531250000001
branch_shard1.jsonl,pegasus3-fill30-a3.0-92,10,135,0.09560032894736849,0,0,0.0394531250000001
branch_shard1.jsonl,pegasus3-fill30-a3.0-92,12,26,0.1143297697368421,1,0,0.03630756578947368
branch_shard1.jsonl,pegasus3-fill30-a3.0-92,12,32,0.08961759868421046,0,0,0.03630756578947368
branch_shard1.jsonl,pegasus3-fill30-a3.0-92,12,118,0.11056743421052637,0,0,0.03630756578947368
branch_shard1.jsonl,pegasus3-fill30-a3.0-92,12,125,0.07802220394736842,0,1,0.03630756578947368
branch_shard1.jsonl,pegasus3-fill30-a3.0-92,39,8,0.1329769736842105,1,1,0.03240131578947378
branch_shard1.jsonl,pegasus3-fill30-a3.0-92,39,102,0.16537828947368427,0,0,0.03240131578947378
branch_shard1.jsonl,pegasus3-fill30-a3.0-92,39,109,0.1428659539473684,0,0,0.03240131578947378
branch_shard1.jsonl,pegasus3-fill30-a3.0-92,39,130,0.14601151315789468,0,0,0.03240131578947378
branch_shard1.jsonl,pegasus3-fill30-a3.0-92,44,1,0.16138980263157898,0,0,0.050267269736842174
branch_shard1.jsonl,pegasus3-fill30-a3.0-92,44,5,0.11907894736842098,1,1,0.050267269736842174
branch_shard1.jsonl,pegasus3-fill30-a3.0-92,44,87,0.1306332236842104,0,0,0.050267269736842174
branch_shard1.jsonl,pegasus3-fill30-a3.0-92,44,167,0.16934621710526315,0,0,0.050267269736842174
branch_shard1.jsonl,pegasus3-fill30-a3.0-148,12,4,0.04790296052631582,0,0,0.045881304824561396
branch_shard1.jsonl,pegasus3-fill30-a3.0-148,12,64,0.053608141447368446,0,0,0.045881304824561396
branch_shard1.jsonl,pegasus3-fill30-a3.0-148,12,66,0.037846080043859705,1,1,0.045881304824561396
branch_shard1.jsonl,pegasus3-fill30-a3.0-148,12,122,0.0837273848684211,0,0,0.045881304824561396
branch_shard1.jsonl,pegasus3-fill30-a3.0-148,48,3,0.09470942982456135,1,0,0.05175781249999992
branch_shard1.jsonl,pegasus3-fill30-a3.0-148,48,4,0.09027206688596488,0,0,0.05175781249999992
branch_shard1.jsonl,pegasus3-fill30-a3.0-148,48,58,0.07199150219298245,0,0,0.05175781249999992
branch_shard1.jsonl,pegasus3-fill30-a3.0-148,48,69,0.04295161732456143,0,1,0.05175781249999992
branch_shard1.jsonl,pegasus3-fill30-a3.0-148,60,27,0.08165433114035087,0,0,0.019993832236842077
branch_shard1.jsonl,pegasus3-fill30-a3.0-148,60,28,0.07276247258771934,0,1,0.019993832236842077
branch_shard1.jsonl,pegasus3-fill30-a3.0-148,60,45,0.09275630482456142,0,0,0.019993832236842077
branch_shard1.jsonl,pegasus3-fill30-a3.0-148,60,86,0.08982661732456138,1,0,0.019993832236842077
branch_shard1.jsonl,pegasus3-fill30-a3.0-107,12,4,0.034329760579064575,1,0,0.08943485523385308
branch_shard1.jsonl,pegasus3-fill30-a3.0-107,12,8,0.03158059576837413,0,1,0.08943485523385308
branch_shard1.jsonl,pegasus3-fill30-a3.0-107,12,80,0.12101545100222721,0,0,0.08943485523385308
branch_shard1.jsonl,pegasus3-fill30-a3.0-107,12,111,0.07316606347438746,0,0,0.08943485523385308
branch_shard1.jsonl,pegasus3-fill30-a3.0-107,21,240,0.10641703786191534,0,0,0.07017330178173717
branch_shard1.jsonl,pegasus3-fill30-a3.0-107,21,368,0.07885579064587972,0,0,0.07017330178173717
branch_shard1.jsonl,pegasus3-fill30-a3.0-107,21,407,0.06618875278396437,1,0,0.07017330178173717
branch_shard1.jsonl,pegasus3-fill30-a3.0-107,21,410,0.03624373608017817,0,1,0.07017330178173717
branch_shard1.jsonl,pegasus3-fill30-a3.0-107,26,1,0.07379245545657011,1,0,0.04788418708240533
branch_shard1.jsonl,pegasus3-fill30-a3.0-107,26,30,0.0954029788418708,0,0,0.04788418708240533
branch_shard1.jsonl,pegasus3-fill30-a3.0-107,26,65,0.05794125835189309,0,0,0.04788418708240533
branch_shard1.jsonl,pegasus3-fill30-a3.0-107,26,96,0.04751879175946547,0,1,0.04788418708240533
branch_shard1.jsonl,pegasus3-fill30-a3.0-107,30,0,0.1323427060133629,0,0,0.07370545657015577
branch_shard1.jsonl,pegasus3-fill30-a3.0-107,30,16,0.11894487750556801,0,0,0.07370545657015577
branch_shard1.jsonl,pegasus3-fill30-a3.0-107,30,38,0.12397341314031175,1,0,0.07370545657015577
branch_shard1.jsonl,pegasus3-fill30-a3.0-107,30,39,0.058637249443207126,0,1,0.07370545657015577
branch_shard1.jsonl,pegasus3-fill30-a3.0-162,3,45,0.09188391265597154,0,1,0.03840797682709454
branch_shard1.jsonl,pegasus3-fill30-a3.0-162,3,80,0.13029188948306608,1,0,0.03840797682709454
branch_shard1.jsonl,pegasus3-fill30-a3.0-162,3,81,0.1168254233511587,0,0,0.03840797682709454
branch_shard1.jsonl,pegasus3-fill30-a3.0-162,3,156,0.10312221479500897,0,0,0.03840797682709454
branch_shard1.jsonl,pegasus3-fill30-a3.0-162,41,3,0.07386363636363648,1,0,0.06468638591800366
branch_shard1.jsonl,pegasus3-fill30-a3.0-162,41,13,0.08671735739750461,0,0,0.06468638591800366
branch_shard1.jsonl,pegasus3-fill30-a3.0-162,41,66,0.13388480392156885,0,0,0.06468638591800366
branch_shard1.jsonl,pegasus3-fill30-a3.0-162,41,69,0.06919841800356519,0,1,0.06468638591800366
branch_shard1.jsonl,pegasus3-fill30-a3.0-162,43,21,0.11245265151515163,0,0,0.05266822638146168
branch_shard1.jsonl,pegasus3-fill30-a3.0-162,43,43,0.07564616755793241,0,1,0.05266822638146168
branch_shard1.jsonl,pegasus3-fill30-a3.0-162,43,44,0.1283143939393941,0,0,0.05266822638146168
branch_shard1.jsonl,pegasus3-fill30-a3.0-162,43,94,0.09568571746880583,1,0,0.05266822638146168
branch_shard1.jsonl,pegasus3-fill30-a3.0-162,55,0,0.1322972370766491,1,0,0.028492647058823664
branch_shard1.jsonl,pegasus3-fill30-a3.0-162,55,1,0.11355280748663106,0,0,0.028492647058823664
branch_shard1.jsonl,pegasus3-fill30-a3.0-162,55,6,0.10380459001782542,0,1,0.028492647058823664
branch_shard1.jsonl,pegasus3-fill30-a3.0-162,55,49,0.12566844919786102,0,0,0.028492647058823664
branch_shard1.jsonl,pegasus3-fill30-a3.0-191,6,26,0.07639973958333346,1,0,0.004003906249999939
branch_shard1.jsonl,pegasus3-fill30-a3.0-191,6,29,0.07696940104166675,0,0,0.004003906249999939
branch_shard1.jsonl,pegasus3-fill30-a3.0-191,6,44,0.07296549479166681,0,1,0.004003906249999939
branch_shard1.jsonl,pegasus3-fill30-a3.0-191,6,90,0.07516276041666674,0,0,0.004003906249999939
branch_shard1.jsonl,pegasus3-fill30-a3.0-191,16,9,0.0765625000000001,0,0,0.03281250000000001
branch_shard1.jsonl,pegasus3-fill30-a3.0-191,16,13,0.057112630208333404,1,0,0.03281250000000001
branch_shard1.jsonl,pegasus3-fill30-a3.0-191,16,39,0.08570963541666674,0,0,0.03281250000000001
branch_shard1.jsonl,pegasus3-fill30-a3.0-191,16,84,0.05289713541666673,0,1,0.03281250000000001
branch_shard1.jsonl,pegasus3-fill30-a3.0-191,36,3,0.06702473958333344,0,0,0.09863281250000017
branch_shard1.jsonl,pegasus3-fill30-a3.0-191,36,4,0.05388997395833339,1,1,0.09863281250000017
branch_shard1.jsonl,pegasus3-fill30-a3.0-191,36,40,0.09142252604166676,0,0,0.09863281250000017
branch_shard1.jsonl,pegasus3-fill30-a3.0-191,36,77,0.15252278645833356,0,0,0.09863281250000017
branch_shard1.jsonl,pegasus3-fill30-a3.0-191,41,6,0.041715494791666724,0,0,0.0011718749999999958
branch_shard1.jsonl,pegasus3-fill30-a3.0-191,41,18,0.04054361979166673,0,0,0.0011718749999999958
branch_shard1.jsonl,pegasus3-fill30-a3.0-191,41,30,0.04054361979166673,0,0,0.0011718749999999958
branch_shard1.jsonl,pegasus3-fill30-a3.0-191,41,62,0.04054361979166673,1,1,0.0011718749999999958
branch_shard1.jsonl,pegasus3-fill30-a3.0-127,7,78,0.051457071799308134,0,1,0.06405439013840816
branch_shard1.jsonl,pegasus3-fill30-a3.0-127,7,88,0.1155114619377163,1,0,0.06405439013840816
branch_shard1.jsonl,pegasus3-fill30-a3.0-127,7,89,0.08564013840830448,0,0,0.06405439013840816
branch_shard1.jsonl,pegasus3-fill30-a3.0-127,7,177,0.11364619377162635,0,0,0.06405439013840816
branch_shard1.jsonl,pegasus3-fill30-a3.0-127,8,28,0.10133272058823532,0,0,0.06612240484429056
branch_shard1.jsonl,pegasus3-fill30-a3.0-127,8,54,0.03521031574394476,0,1,0.06612240484429056
branch_shard1.jsonl,pegasus3-fill30-a3.0-127,8,74,0.07046118079584782,1,0,0.06612240484429056
branch_shard1.jsonl,pegasus3-fill30-a3.0-127,8,163,0.07865214100346031,0,0,0.06612240484429056
branch_shard1.jsonl,pegasus3-fill30-a3.0-127,17,11,0.08728914359861599,1,0,0.047510272491349426
branch_shard1.jsonl,pegasus3-fill30-a3.0-127,17,18,0.06808228806228384,0,0,0.047510272491349426
branch_shard1.jsonl,pegasus3-fill30-a3.0-127,17,103,0.039778871107266564,0,1,0.047510272491349426
branch_shard1.jsonl,pegasus3-fill30-a3.0-127,17,105,0.04455017301038076,0,0,0.047510272491349426
branch_shard1.jsonl,pegasus3-fill30-a3.0-127,33,38,0.07800335207612463,0,0,0.020734212802768076
branch_shard1.jsonl,pegasus3-fill30-a3.0-127,33,110,0.0725291955017302,1,1,0.020734212802768076
branch_shard1.jsonl,pegasus3-fill30-a3.0-127,33,111,0.08466695501730102,0,0,0.020734212802768076
branch_shard1.jsonl,pegasus3-fill30-a3.0-127,33,126,0.09326340830449828,0,0,0.020734212802768076
branch_shard1.jsonl,pegasus3-fill30-a3.0-32,4,1,0.04165288800705477,0,0,0.022183641975308678
branch_shard1.jsonl,pegasus3-fill30-a3.0-32,4,2,0.025380291005291062,1,0,0.022183641975308678
branch_shard1.jsonl,pegasus3-fill30-a3.0-32,4,29,0.04081238977072317,0,0,0.022183641975308678
branch_shard1.jsonl,pegasus3-fill30-a3.0-32,4,52,0.019469246031746094,0,1,0.022183641975308678
branch_shard1.jsonl,pegasus3-fill30-a3.0-32,26,320,0.03287588183421525,0,0,0.01791225749559083
branch_shard1.jsonl,pegasus3-fill30-a3.0-32,26,362,0.014963624338624418,0,1,0.01791225749559083
branch_shard1.jsonl,pegasus3-fill30-a3.0-32,26,405,0.01780202821869497,0,0,0.01791225749559083
branch_shard1.jsonl,pegasus3-fill30-a3.0-32,26,410,0.02736441798941811,1,0,0.01791225749559083
