host,variables,qubits,named_fill,mean_chain,field_rate,sweeps,reads,p_registered,p_best,minorminer_valid,p_minorminer,source
pegasus3,89,128,0.898,1.292,0.0,20000,2048,0.00341796875,0.015625,0,,gate_pegasus3_f90.log
pegasus3,87,128,0.898,1.322,0.0,20000,2048,0.00048828125,0.04345703125,0,,gate_pegasus3_f90.log
pegasus3,95,128,0.898,1.211,0.0,20000,2048,0.00927734375,0.0322265625,0,,gate_pegasus3_f90.log
pegasus3,94,128,0.898,1.223,0.0,200,8192,0.0302734375,0.0302734375,0,,gate_pegasus3_f90_registered.log
pegasus3,95,128,0.898,1.211,0.0,200,8192,0.006591796875,0.0216064453125,0,,gate_pegasus3_f90_registered.log
pegasus3,95,128,0.898,1.211,0.0,200,8192,0.0025634765625,0.0133056640625,0,,gate_pegasus3_f90_registered.log
pegasus3,93,128,0.898,1.237,0.0,200,8192,0.0108642578125,0.020751953125,0,,gate_pegasus3_f90_registered.log
pegasus3,97,128,0.898,1.186,0.0,200,8192,0.0,0.002197265625,0,,gate_pegasus3_f90_registered.log
pegasus3,91,128,0.898,1.264,0.0,200,8192,0.003173828125,0.0047607421875,0,,gate_pegasus3_f90_registered.log
pegasus3,86,128,0.898,1.337,0.0,200,8192,0.00146484375,0.021240234375,0,,gate_pegasus3_f90_registered.log
pegasus3,102,128,0.898,1.127,0.0,200,8192,0.00048828125,0.003173828125,0,,gate_pegasus3_f90_registered.log
pegasus3,100,128,0.898,1.15,0.0,200,8192,0.0155029296875,0.027587890625,0,,gate_pegasus3_f90_registered.log
pegasus3,89,128,0.898,1.292,0.0,200,8192,0.0020751953125,0.0057373046875,0,,gate_pegasus3_f90_registered.log
pegasus3,87,128,0.898,1.322,0.0,200,8192,0.0015869140625,0.01513671875,0,,gate_pegasus3_f90_registered.log
pegasus3,95,128,0.898,1.211,0.0,200,8192,0.0042724609375,0.0106201171875,0,,gate_pegasus3_f90_registered.log
zephyr2,114,160,0.9,1.263,0.0,20000,2048,0.0,0.0009765625,0,,gate_zephyr2_f90.log
zephyr2,114,160,0.9,1.263,0.0,20000,2048,0.005859375,0.05078125,0,,gate_zephyr2_f90.log
zephyr2,116,160,0.9,1.241,0.0,20000,2048,0.00341796875,0.0244140625,0,,gate_zephyr2_f90.log
zephyr2,122,160,0.9,1.18,0.0,20000,2048,0.009765625,0.1640625,0,,gate_zephyr2_f90.log
zephyr2,115,160,0.9,1.252,0.0,20000,2048,0.0,0.0,0,,gate_zephyr2_f90.log
zephyr2,118,160,0.9,1.22,0.0,20000,2048,0.00048828125,0.0439453125,0,,gate_zephyr2_f90.log
zephyr2,121,160,0.9,1.19,0.0,20000,2048,0.00732421875,0.060546875,0,,gate_zephyr2_f90.log
zephyr2,109,160,0.9,1.321,0.0,20000,2048,0.00341796875,0.0283203125,0,,gate_zephyr2_f90.log
zephyr2,119,160,0.9,1.21,0.0,20000,2048,0.00048828125,0.02734375,0,,gate_zephyr2_f90.log
zephyr2,117,160,0.9,1.231,0.0,20000,2048,0.0,0.01611328125,0,,gate_zephyr2_f90.log
zephyr2,115,160,0.9,1.252,0.0,20000,2048,0.0078125,0.02587890625,0,,gate_zephyr2_f90.log
zephyr2,113,160,0.9,1.274,0.0,20000,2048,0.025390625,0.11669921875,0,,gate_zephyr2_f90.log
pegasus3,51,128,0.5,1.255,0.0,200,4096,0.079833984375,0.2607421875,1,0.28662109375,mech2_pegasus3_d0.log
pegasus3,50,128,0.5,1.28,0.0,200,4096,0.13525390625,0.14111328125,1,0.13818359375,mech2_pegasus3_d0.log
pegasus3,51,128,0.5,1.255,0.0,200,4096,0.04296875,0.0576171875,1,0.0576171875,mech2_pegasus3_d0.log
pegasus3,54,128,0.5,1.185,0.0,200,4096,0.057373046875,0.157470703125,1,0.03466796875,mech2_pegasus3_d0.log
pegasus3,57,128,0.5,1.123,0.0,200,4096,0.272216796875,0.272216796875,1,0.227294921875,mech2_pegasus3_d0.log
pegasus3,46,128,0.492,1.37,0.0,200,4096,0.085693359375,0.085693359375,1,0.104248046875,mech2_pegasus3_d0.log
pegasus3,48,128,0.5,1.333,0.0,200,4096,0.01171875,0.03173828125,1,0.043212890625,mech2_pegasus3_d0.log
pegasus3,51,128,0.5,1.255,0.0,200,4096,0.29833984375,0.29833984375,1,0.239990234375,mech2_pegasus3_d0.log
pegasus3,49,128,0.5,1.306,0.0,200,4096,0.11376953125,0.11376953125,1,0.0654296875,mech2_pegasus3_d0.log
pegasus3,45,128,0.5,1.422,0.0,200,4096,0.261962890625,0.387939453125,1,0.278564453125,mech2_pegasus3_d0.log
pegasus3,47,128,0.5,1.362,0.0,200,4096,0.182861328125,0.182861328125,1,0.107666015625,mech2_pegasus3_d0.log
pegasus3,51,128,0.5,1.255,0.0,200,4096,0.0810546875,0.10009765625,1,0.12646484375,mech2_pegasus3_d0.log
pegasus3,52,128,0.5,1.231,0.0,200,4096,0.04345703125,0.071044921875,1,0.120849609375,mech2_pegasus3_d0.log
pegasus3,49,128,0.484,1.265,0.0,200,4096,0.01953125,0.04736328125,1,0.013427734375,mech2_pegasus3_d0.log
pegasus3,59,128,0.5,1.085,0.0,200,4096,0.01025390625,0.0322265625,1,0.036376953125,mech2_pegasus3_d0.log
pegasus3,48,128,0.484,1.292,0.0,200,4096,0.1025390625,0.13623046875,1,0.096923828125,mech2_pegasus3_d0.log
pegasus3,53,128,0.5,1.208,0.0,200,4096,0.05908203125,0.077880859375,1,0.014892578125,mech2_pegasus3_d0.log
pegasus3,49,128,0.5,1.306,0.0,200,4096,0.166015625,0.21923828125,1,0.198486328125,mech2_pegasus3_d0.log
pegasus3,51,128,0.5,1.255,0.0,200,4096,0.079833984375,0.2607421875,1,0.28662109375,mech2_pegasus3_d32.log
pegasus3,54,128,0.5,1.185,0.0,200,4096,0.112548828125,0.12060546875,1,0.1083984375,mech2_pegasus3_d32.log
pegasus3,53,128,0.5,1.208,0.0,200,4096,0.171142578125,0.240234375,1,0.108154296875,mech2_pegasus3_d32.log
pegasus3,48,128,0.492,1.312,0.0,200,4096,0.049560546875,0.072265625,1,0.057861328125,mech2_pegasus3_d32.log
pegasus3,54,128,0.5,1.185,0.0,200,4096,0.066162109375,0.099365234375,1,0.05126953125,mech2_pegasus3_d32.log
pegasus3,43,128,0.5,1.488,0.0,200,4096,0.015625,0.0771484375,1,0.0830078125,mech2_pegasus3_d32.log
pegasus3,52,128,0.5,1.231,0.0,200,4096,0.1474609375,0.1474609375,1,0.089599609375,mech2_pegasus3_d32.log
pegasus3,56,128,0.484,1.107,0.0,200,4096,0.078857421875,0.123779296875,1,0.080078125,mech2_pegasus3_d32.log
pegasus3,48,128,0.492,1.312,0.0,200,4096,0.142578125,0.268798828125,1,0.207763671875,mech2_pegasus3_d32.log
pegasus3,51,128,0.5,1.255,0.0,200,4096,0.077392578125,0.077392578125,1,0.08203125,mech2_pegasus3_d32.log
pegasus3,49,128,0.5,1.306,0.0,200,4096,0.05029296875,0.052734375,1,0.043701171875,mech2_pegasus3_d32.log
pegasus3,52,128,0.5,1.231,0.0,200,4096,0.18408203125,0.21435546875,1,0.171630859375,mech2_pegasus3_d32.log
pegasus3,51,128,0.5,1.255,0.0,200,4096,0.072021484375,0.072021484375,1,0.070556640625,mech2_pegasus3_d32.log
pegasus3,51,128,0.5,1.255,0.0,200,4096,0.111083984375,0.19580078125,1,0.19921875,mech2_pegasus3_d32.log
pegasus3,48,128,0.5,1.333,0.0,200,4096,0.048583984375,0.048583984375,1,0.098388671875,mech2_pegasus3_d32.log
pegasus3,51,128,0.5,1.255,0.0,200,4096,0.147216796875,0.147216796875,1,0.154052734375,mech2_pegasus3_d32.log
pegasus3,46,128,0.484,1.348,0.0,200,4096,0.0732421875,0.09375,1,0.083251953125,mech2_pegasus3_d32.log
pegasus3,52,128,0.5,1.231,0.0,200,4096,0.006103515625,0.026123046875,1,0.018310546875,mech2_pegasus3_d32.log
pegasus3,51,128,0.5,1.255,0.0,200,4096,0.079833984375,0.2607421875,1,0.28662109375,mech2_pegasus3_d64.log
pegasus3,52,128,0.492,1.212,0.0,200,4096,0.318115234375,0.318115234375,1,0.22705078125,mech2_pegasus3_d64.log
pegasus3,51,128,0.5,1.255,0.0,200,4096,0.1796875,0.1865234375,1,0.17236328125,mech2_pegasus3_d64.log
pegasus3,54,128,0.5,1.185,0.0,200,4096,0.216796875,0.220947265625,1,0.249267578125,mech2_pegasus3_d64.log
pegasus3,48,128,0.5,1.333,0.0,200,4096,0.054443359375,0.159423828125,1,0.145263671875,mech2_pegasus3_d64.log
pegasus3,56,128,0.5,1.143,0.0,200,4096,0.04296875,0.067138671875,1,0.029541015625,mech2_pegasus3_d64.log
pegasus3,49,128,0.5,1.306,0.0,200,4096,0.159423828125,0.2509765625,1,0.318359375,mech2_pegasus3_d64.log
pegasus3,53,128,0.5,1.208,0.0,200,4096,0.07861328125,0.07861328125,1,0.05078125,mech2_pegasus3_d64.log
pegasus3,53,128,0.5,1.208,0.0,200,4096,0.01025390625,0.0654296875,1,0.0673828125,mech2_pegasus3_d64.log
pegasus3,57,128,0.5,1.123,0.0,200,4096,0.030029296875,0.071044921875,1,0.0341796875,mech2_pegasus3_d64.log
pegasus3,54,128,0.5,1.185,0.0,200,4096,0.129150390625,0.129150390625,1,0.01416015625,mech2_pegasus3_d64.log
pegasus3,49,128,0.5,1.306,0.0,200,4096,0.1484375,0.157470703125,1,0.16064453125,mech2_pegasus3_d64.log
pegasus3,49,128,0.492,1.286,0.0,200,4096,0.09765625,0.1357421875,1,0.132080078125,mech2_pegasus3_d64.log
pegasus3,51,128,0.477,1.196,0.0,200,4096,0.0625,0.135986328125,1,0.106689453125,mech2_pegasus3_d64.log
pegasus3,59,128,0.5,1.085,0.0,200,4096,0.146240234375,0.22705078125,1,0.0654296875,mech2_pegasus3_d64.log
pegasus3,52,128,0.492,1.212,0.0,200,4096,0.079345703125,0.157958984375,1,0.10302734375,mech2_pegasus3_d64.log
pegasus3,54,128,0.5,1.185,0.0,200,4096,0.115966796875,0.11962890625,1,0.101806640625,mech2_pegasus3_d64.log
pegasus3,46,128,0.492,1.37,0.0,200,4096,0.15966796875,0.346435546875,1,0.55810546875,mech2_pegasus3_d64.log
pegasus3,53,128,0.5,1.208,0.0,2000,512,0.0390625,0.126953125,1,0.107421875,mech_pegasus3_d0.log
pegasus3,58,128,0.5,1.103,0.0,2000,512,0.021484375,0.154296875,1,0.173828125,mech_pegasus3_d0.log
pegasus3,55,128,0.5,1.164,0.0,2000,512,0.076171875,0.19140625,1,0.068359375,mech_pegasus3_d0.log
pegasus3,48,128,0.5,1.333,0.0,2000,512,0.048828125,0.224609375,1,0.3984375,mech_pegasus3_d0.log
pegasus3,60,128,0.5,1.067,0.0,2000,512,0.13671875,0.193359375,1,0.1796875,mech_pegasus3_d0.log
pegasus3,53,128,0.492,1.189,0.0,2000,512,0.05078125,0.205078125,1,0.041015625,mech_pegasus3_d0.log
pegasus3,53,128,0.5,1.208,0.0,2000,512,0.0390625,0.126953125,1,0.107421875,mech_pegasus3_d16.log
pegasus3,57,128,0.492,1.105,0.0,2000,512,0.1015625,0.341796875,1,0.330078125,mech_pegasus3_d16.log
pegasus3,46,128,0.5,1.391,0.0,2000,512,0.125,0.33984375,1,0.326171875,mech_pegasus3_d16.log
pegasus3,51,128,0.5,1.255,0.0,2000,512,0.009765625,0.013671875,1,0.001953125,mech_pegasus3_d16.log
pegasus3,44,128,0.5,1.455,0.0,2000,512,0.037109375,0.349609375,1,0.458984375,mech_pegasus3_d16.log
pegasus3,56,128,0.5,1.143,0.0,2000,512,0.236328125,0.251953125,1,0.10546875,mech_pegasus3_d16.log
pegasus3,53,128,0.5,1.208,0.0,2000,512,0.0390625,0.126953125,1,0.107421875,mech_pegasus3_d32.log
pegasus3,57,128,0.5,1.123,0.0,2000,512,0.02734375,0.16796875,1,0.0390625,mech_pegasus3_d32.log
pegasus3,47,128,0.5,1.362,0.0,2000,512,0.130859375,0.158203125,1,0.146484375,mech_pegasus3_d32.log
pegasus3,49,128,0.492,1.286,0.0,2000,512,0.21875,0.263671875,1,0.275390625,mech_pegasus3_d32.log
pegasus3,52,128,0.5,1.231,0.0,2000,512,0.005859375,0.029296875,1,0.015625,mech_pegasus3_d32.log
pegasus3,51,128,0.477,1.196,0.0,2000,512,0.0,0.021484375,1,0.103515625,mech_pegasus3_d32.log
pegasus3,53,128,0.5,1.208,0.0,2000,512,0.0390625,0.126953125,1,0.107421875,mech_pegasus3_d64.log
pegasus3,50,128,0.5,1.28,0.0,2000,512,0.107421875,0.294921875,1,0.1875,mech_pegasus3_d64.log
pegasus3,54,128,0.492,1.167,0.0,2000,512,0.125,0.142578125,1,0.05078125,mech_pegasus3_d64.log
pegasus3,51,128,0.5,1.255,0.0,2000,512,0.248046875,0.28515625,1,0.25390625,mech_pegasus3_d64.log
pegasus3,53,128,0.492,1.189,0.0,2000,512,0.146484375,0.15625,1,0.099609375,mech_pegasus3_d64.log
pegasus3,40,128,0.5,1.6,0.0,2000,512,0.521484375,0.61328125,1,0.6171875,mech_pegasus3_d64.log
pegasus2,25,40,0.8,1.28,0.0,200,512,0.19921875,0.3984375,1,0.416015625,pegasus2_f80.log
pegasus2,25,40,0.8,1.28,0.0,2000,512,0.240234375,0.458984375,1,0.544921875,pegasus2_f80.log
pegasus2,30,40,0.8,1.067,0.0,200,512,0.2421875,0.2421875,1,0.234375,pegasus2_f80.log
pegasus2,30,40,0.8,1.067,0.0,2000,512,0.275390625,0.275390625,1,0.2890625,pegasus2_f80.log
pegasus2,23,40,0.8,1.391,0.0,200,512,0.79296875,0.8046875,1,0.767578125,pegasus2_f80.log
pegasus2,23,40,0.8,1.391,0.0,2000,512,0.814453125,0.828125,1,0.80859375,pegasus2_f80.log
pegasus2,28,40,0.9,1.286,0.0,200,512,0.4765625,0.548828125,1,0.4453125,pegasus2_f90.log
pegasus2,28,40,0.9,1.286,0.0,2000,512,0.5234375,0.603515625,1,0.40234375,pegasus2_f90.log
pegasus2,28,40,0.9,1.286,0.0,20000,512,0.529296875,0.638671875,1,0.4921875,pegasus2_f90.log
pegasus2,33,40,0.9,1.091,0.0,200,512,0.2734375,0.27734375,0,,pegasus2_f90.log
pegasus2,33,40,0.9,1.091,0.0,2000,512,0.310546875,0.337890625,0,,pegasus2_f90.log
pegasus2,33,40,0.9,1.091,0.0,20000,512,0.353515625,0.353515625,0,,pegasus2_f90.log
pegasus2,27,40,0.9,1.333,0.0,200,512,0.140625,0.38671875,1,0.5390625,pegasus2_f90.log
pegasus2,27,40,0.9,1.333,0.0,2000,512,0.16015625,0.4765625,1,0.55859375,pegasus2_f90.log
pegasus2,27,40,0.9,1.333,0.0,20000,512,0.201171875,0.517578125,1,0.51953125,pegasus2_f90.log
pegasus2,30,40,0.95,1.267,0.0,200,512,0.080078125,0.40625,0,,pegasus2_f95.log
pegasus2,30,40,0.95,1.267,0.0,2000,512,0.060546875,0.552734375,0,,pegasus2_f95.log
pegasus2,34,40,0.95,1.118,0.0,200,512,0.279296875,0.279296875,0,,pegasus2_f95.log
pegasus2,34,40,0.95,1.118,0.0,2000,512,0.408203125,0.408203125,0,,pegasus2_f95.log
pegasus2,29,40,0.95,1.31,0.0,200,512,0.435546875,0.505859375,0,,pegasus2_f95.log
pegasus2,29,40,0.95,1.31,0.0,2000,512,0.541015625,0.611328125,0,,pegasus2_f95.log
pegasus3,94,128,0.898,1.223,0.0,20000,512,0.0625,0.083984375,0,,pegasus3_deep.log
pegasus3,94,128,0.898,1.223,0.0,200000,512,0.060546875,0.08203125,0,,pegasus3_deep.log
pegasus3,99,128,0.898,1.162,0.0,20000,512,0.0,0.005859375,0,,pegasus3_deep.log
pegasus3,99,128,0.898,1.162,0.0,200000,512,0.0,0.001953125,0,,pegasus3_deep.log
pegasus3,83,128,0.797,1.229,0.0,200,512,0.060546875,0.095703125,0,,pegasus3_f80.log
pegasus3,83,128,0.797,1.229,0.0,2000,512,0.076171875,0.140625,0,,pegasus3_f80.log
pegasus3,86,128,0.797,1.186,0.0,200,512,0.001953125,0.0078125,0,,pegasus3_f80.log
pegasus3,86,128,0.797,1.186,0.0,2000,512,0.0,0.01171875,0,,pegasus3_f80.log
pegasus3,77,128,0.797,1.325,0.0,200,512,0.0,0.001953125,0,,pegasus3_f80.log
pegasus3,77,128,0.797,1.325,0.0,2000,512,0.0,0.0,0,,pegasus3_f80.log
pegasus3,94,128,0.898,1.223,0.0,200,512,0.03515625,0.048828125,0,,pegasus3_f90.log
pegasus3,94,128,0.898,1.223,0.0,2000,512,0.05078125,0.072265625,0,,pegasus3_f90.log
pegasus3,94,128,0.898,1.223,0.0,20000,512,0.0625,0.083984375,0,,pegasus3_f90.log
pegasus3,99,128,0.898,1.162,0.0,200,512,0.0,0.0,0,,pegasus3_f90.log
pegasus3,99,128,0.898,1.162,0.0,2000,512,0.0,0.001953125,0,,pegasus3_f90.log
pegasus3,99,128,0.898,1.162,0.0,20000,512,0.0,0.005859375,0,,pegasus3_f90.log
pegasus3,87,128,0.898,1.322,0.0,200,512,0.0,0.00390625,0,,pegasus3_f90.log
pegasus3,87,128,0.898,1.322,0.0,2000,512,0.0078125,0.0078125,0,,pegasus3_f90.log
pegasus3,87,128,0.898,1.322,0.0,20000,512,0.001953125,0.0078125,0,,pegasus3_f90.log
pegasus3,100,128,0.953,1.22,0.0,200,512,0.0,0.0078125,0,,pegasus3_f95.log
pegasus3,100,128,0.953,1.22,0.0,2000,512,0.0,0.029296875,0,,pegasus3_f95.log
pegasus3,102,128,0.953,1.196,0.0,200,512,0.0,0.005859375,0,,pegasus3_f95.log
pegasus3,102,128,0.953,1.196,0.0,2000,512,0.0,0.015625,0,,pegasus3_f95.log
pegasus3,91,128,0.953,1.341,0.0,200,512,0.005859375,0.015625,0,,pegasus3_f95.log
pegasus3,91,128,0.953,1.341,0.0,2000,512,0.005859375,0.037109375,0,,pegasus3_f95.log
pegasus4,202,264,0.902,1.178,0.0,200,512,0.0,0.0,0,,pegasus4_f90.log
pegasus4,202,264,0.902,1.178,0.0,2000,512,0.0,0.001953125,0,,pegasus4_f90.log
pegasus4,202,264,0.902,1.178,0.0,20000,512,0.0,0.0,0,,pegasus4_f90.log
pegasus4,188,264,0.902,1.266,0.0,200,512,0.0,0.0,0,,pegasus4_f90.log
pegasus4,188,264,0.902,1.266,0.0,2000,512,0.0,0.0,0,,pegasus4_f90.log
pegasus4,188,264,0.902,1.266,0.0,20000,512,0.0,0.0,0,,pegasus4_f90.log
pegasus4,192,264,0.902,1.24,0.0,200,512,0.0,0.0,0,,pegasus4_f90.log
pegasus4,192,264,0.902,1.24,0.0,2000,512,0.0,0.0,0,,pegasus4_f90.log
pegasus4,192,264,0.902,1.24,0.0,20000,512,0.0,0.0,0,,pegasus4_f90.log
pegasus4,202,264,0.902,1.178,0.1,200,512,0.0,0.0,0,,pegasus4_field.log
pegasus4,202,264,0.902,1.178,0.1,2000,512,0.0,0.0,0,,pegasus4_field.log
pegasus4,202,264,0.902,1.178,0.25,200,512,0.0,0.0,0,,pegasus4_field.log
pegasus4,202,264,0.902,1.178,0.25,2000,512,0.0,0.0,0,,pegasus4_field.log
pegasus4,202,264,0.902,1.178,0.5,200,512,0.0,0.0,0,,pegasus4_field.log
pegasus4,202,264,0.902,1.178,0.5,2000,512,0.0,0.0,0,,pegasus4_field.log
pegasus4,188,264,0.902,1.266,0.1,200,512,0.0,0.0,0,,pegasus4_field.log
pegasus4,188,264,0.902,1.266,0.1,2000,512,0.0,0.0,0,,pegasus4_field.log
pegasus4,188,264,0.902,1.266,0.25,200,512,0.0,0.0,0,,pegasus4_field.log
pegasus4,188,264,0.902,1.266,0.25,2000,512,0.0,0.001953125,0,,pegasus4_field.log
pegasus4,188,264,0.902,1.266,0.5,200,512,0.0,0.0,0,,pegasus4_field.log
pegasus4,188,264,0.902,1.266,0.5,2000,512,0.0,0.0,0,,pegasus4_field.log
pegasus5,332,448,0.9,1.214,0.0,200,512,0.0,0.0,0,,pegasus5_f90.log
pegasus5,332,448,0.9,1.214,0.0,2000,512,0.0,0.0,0,,pegasus5_f90.log
pegasus5,332,448,0.9,1.214,0.0,20000,512,0.0,0.0,0,,pegasus5_f90.log
pegasus5,317,448,0.9,1.271,0.0,200,512,0.0,0.0,0,,pegasus5_f90.log
pegasus5,317,448,0.9,1.271,0.0,2000,512,0.0,0.0,0,,pegasus5_f90.log
pegasus5,317,448,0.9,1.271,0.0,20000,512,0.0,0.0,0,,pegasus5_f90.log
pegasus5,332,448,0.9,1.214,0.1,200,512,0.0,0.0,0,,pegasus5_field.log
pegasus5,332,448,0.9,1.214,0.1,2000,512,0.0,0.0,0,,pegasus5_field.log
pegasus5,332,448,0.9,1.214,0.25,200,512,0.0,0.0,0,,pegasus5_field.log
pegasus5,332,448,0.9,1.214,0.25,2000,512,0.0,0.0,0,,pegasus5_field.log
pegasus5,332,448,0.9,1.214,0.5,200,512,0.0,0.0,0,,pegasus5_field.log
pegasus5,332,448,0.9,1.214,0.5,2000,512,0.0,0.0,0,,pegasus5_field.log
pegasus5,317,448,0.9,1.271,0.1,200,512,0.0,0.0,0,,pegasus5_field.log
pegasus5,317,448,0.9,1.271,0.1,2000,512,0.0,0.0,0,,pegasus5_field.log
pegasus5,317,448,0.9,1.271,0.25,200,512,0.0,0.0,0,,pegasus5_field.log
pegasus5,317,448,0.9,1.271,0.25,2000,512,0.0,0.0,0,,pegasus5_field.log
pegasus5,317,448,0.9,1.271,0.5,200,512,0.0,0.0,0,,pegasus5_field.log
pegasus5,317,448,0.9,1.271,0.5,2000,512,0.0,0.0,0,,pegasus5_field.log
pegasus6,475,680,0.9,1.288,0.0,200,512,0.0,0.0,0,,pegasus6_f90.log
pegasus6,475,680,0.9,1.288,0.0,2000,512,0.0,0.0,0,,pegasus6_f90.log
pegasus6,475,680,0.9,1.288,0.0,20000,512,0.0,0.0,0,,pegasus6_f90.log
pegasus6,497,680,0.9,1.231,0.0,200,512,0.0,0.0,0,,pegasus6_f90.log
pegasus6,497,680,0.9,1.231,0.0,2000,512,0.0,0.0,0,,pegasus6_f90.log
pegasus6,497,680,0.9,1.231,0.0,20000,512,0.0,0.0,0,,pegasus6_f90.log
pegasus6,475,680,0.9,1.288,0.1,200,512,0.0,0.0,0,,pegasus6_field.log
pegasus6,475,680,0.9,1.288,0.1,2000,512,0.0,0.0,0,,pegasus6_field.log
pegasus6,475,680,0.9,1.288,0.25,200,512,0.0,0.0,0,,pegasus6_field.log
pegasus6,475,680,0.9,1.288,0.25,2000,512,0.0,0.0,0,,pegasus6_field.log
pegasus6,475,680,0.9,1.288,0.5,200,512,0.0,0.0,0,,pegasus6_field.log
pegasus6,475,680,0.9,1.288,0.5,2000,512,0.0,0.0,0,,pegasus6_field.log
pegasus6,497,680,0.9,1.231,0.1,200,512,0.0,0.0,0,,pegasus6_field.log
pegasus6,497,680,0.9,1.231,0.1,2000,512,0.0,0.0,0,,pegasus6_field.log
pegasus6,497,680,0.9,1.231,0.25,200,512,0.0,0.0,0,,pegasus6_field.log
pegasus6,497,680,0.9,1.231,0.25,2000,512,0.0,0.0,0,,pegasus6_field.log
pegasus6,497,680,0.9,1.231,0.5,200,512,0.0,0.0,0,,pegasus6_field.log
pegasus6,497,680,0.9,1.231,0.5,2000,512,0.0,0.0,0,,pegasus6_field.log
pegasus4,107,264,0.492,1.215,0.0,200,4096,0.015869140625,0.026123046875,1,0.00439453125,qscale_pegasus4_f50.log
pegasus4,108,264,0.5,1.222,0.0,200,4096,0.00146484375,0.00927734375,1,0.005615234375,qscale_pegasus4_f50.log
pegasus4,116,264,0.5,1.138,0.0,200,4096,0.00341796875,0.006591796875,1,0.0068359375,qscale_pegasus4_f50.log
pegasus4,114,264,0.5,1.158,0.0,200,4096,0.00048828125,0.007080078125,1,0.001708984375,qscale_pegasus4_f50.log
pegasus4,112,264,0.5,1.179,0.0,200,4096,0.0,0.0009765625,1,0.0,qscale_pegasus4_f50.log
pegasus4,97,264,0.5,1.361,0.0,200,4096,0.00048828125,0.001220703125,1,0.0,qscale_pegasus4_f50.log
pegasus4,101,264,0.5,1.307,0.0,200,4096,0.0,0.000244140625,1,0.0,qscale_pegasus4_f50.log
pegasus4,111,264,0.5,1.189,0.0,200,4096,0.0,0.000244140625,1,0.000244140625,qscale_pegasus4_f50.log
pegasus4,104,264,0.496,1.26,0.0,200,4096,0.000244140625,0.008056640625,1,0.00244140625,qscale_pegasus4_f50.log
pegasus4,107,264,0.489,1.206,0.0,200,4096,0.0,0.003173828125,1,0.002685546875,qscale_pegasus4_f50.log
pegasus4,106,264,0.5,1.245,0.0,200,4096,0.000244140625,0.00146484375,1,0.00390625,qscale_pegasus4_f50.log
pegasus4,112,264,0.492,1.161,0.0,200,4096,0.013427734375,0.013427734375,1,0.0068359375,qscale_pegasus4_f50.log
pegasus5,178,448,0.5,1.258,0.0,200,4096,0.0,0.0,1,0.0,qscale_pegasus5_f50.log
pegasus5,186,448,0.498,1.199,0.0,200,4096,0.00048828125,0.000732421875,1,0.00048828125,qscale_pegasus5_f50.log
pegasus5,171,448,0.498,1.304,0.0,200,4096,0.0,0.000732421875,1,0.001220703125,qscale_pegasus5_f50.log
pegasus5,180,448,0.5,1.244,0.0,200,4096,0.000732421875,0.000732421875,1,0.000244140625,qscale_pegasus5_f50.log
pegasus5,179,448,0.5,1.251,0.0,200,4096,0.0,0.0,1,0.0,qscale_pegasus5_f50.log
pegasus5,187,448,0.5,1.198,0.0,200,4096,0.0,0.0,1,0.0,qscale_pegasus5_f50.log
pegasus5,177,448,0.496,1.254,0.0,200,4096,0.0,0.0,1,0.0,qscale_pegasus5_f50.log
pegasus5,186,448,0.5,1.204,0.0,200,4096,0.0,0.000244140625,1,0.0,qscale_pegasus5_f50.log
pegasus5,182,448,0.496,1.22,0.0,200,4096,0.0,0.001953125,1,0.0,qscale_pegasus5_f50.log
pegasus5,170,448,0.5,1.318,0.0,200,4096,0.0,0.000244140625,1,0.000244140625,qscale_pegasus5_f50.log
pegasus5,188,448,0.5,1.191,0.0,200,4096,0.0,0.0,1,0.0,qscale_pegasus5_f50.log
pegasus5,171,448,0.496,1.298,0.0,200,4096,0.0,0.0,1,0.0,qscale_pegasus5_f50.log
pegasus6,265,680,0.5,1.283,0.0,200,4096,0.0,0.0,1,0.0,qscale_pegasus6_f50.log
pegasus6,279,680,0.499,1.215,0.0,200,4096,0.0,0.0,1,0.0,qscale_pegasus6_f50.log
pegasus6,284,680,0.5,1.197,0.0,200,4096,0.0,0.000244140625,1,0.0,qscale_pegasus6_f50.log
pegasus6,288,680,0.499,1.177,0.0,200,4096,0.0,0.0,1,0.0,qscale_pegasus6_f50.log
pegasus6,279,680,0.5,1.219,0.0,200,4096,0.0,0.0,1,0.0,qscale_pegasus6_f50.log
pegasus6,274,680,0.499,1.237,0.0,200,4096,0.0,0.0,1,0.0,qscale_pegasus6_f50.log
pegasus6,256,680,0.497,1.32,0.0,200,4096,0.0,0.0,1,0.0,qscale_pegasus6_f50.log
pegasus6,278,680,0.5,1.223,0.0,200,4096,0.0,0.0,1,0.0,qscale_pegasus6_f50.log
pegasus6,274,680,0.5,1.241,0.0,200,4096,0.0,0.0,1,0.0,qscale_pegasus6_f50.log
pegasus6,280,680,0.5,1.214,0.0,200,4096,0.0,0.0,1,0.0,qscale_pegasus6_f50.log
pegasus6,254,680,0.5,1.339,0.0,200,4096,0.0,0.0,1,0.0,qscale_pegasus6_f50.log
pegasus6,280,680,0.499,1.211,0.0,200,4096,0.0,0.0,1,0.0,qscale_pegasus6_f50.log
zephyr3,139,336,0.5,1.209,0.0,200,4096,0.0,0.0,1,0.0,qscale_zephyr3_f50.log
